Key,English,Japanese
PROPQUEST_REQUESTBOX_INC_000090,Rooney wants you to collect Nyanyangs for her party. Will you help?,ルニから、お兄さんのルイにプレゼントするニャングラタンを作るために必要なニャンプラー収集の依頼がありました。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000095,Rooney needs you to collect Nyanyangs.,ルーニーが兄に贈るニャングラタンを作るために必要なニャニャン収集を依頼した。
PROPQUEST_REQUESTBOX_INC_000100,10 Year anniversary gift,マルシェの開店１０周年プレゼント
PROPQUEST_REQUESTBOX_INC_000101,Marche wants you to collect Starstones to make a 10 year anniversary gift. Will you help?,マルシェから、先代から引き継いだ魔法商店の開店１０周年を記念するプレゼントの制作に必要な、星の石を集めて欲しいとの依頼がありました。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000106,Marche needs Starstones,ニャングニャングたちから、星の石を集めよう。
PROPQUEST_REQUESTBOX_INC_000111,Liquor for Dunkan,金色の羽酒
PROPQUEST_REQUESTBOX_INC_000112,Dunkan needs you to collect Golden Wings to make a new liquor. Will you help?,ダンカンが新しいお酒の製造に必要な黄金の羽の収集を依頼しました。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000117,Dunkan wants Golden Wings.,ダンカンが新しい酒の製造に必要な黄金の翼の収集を依頼した。
PROPQUEST_REQUESTBOX_INC_000122,Sweet Dessert,甘党デミアン
PROPQUEST_REQUESTBOX_INC_000123,Damian needs you to collect Blue Honey to make a new dessert. Will you help?,いたずらっこデミアンが、ホットケーキにかける青い蜂蜜を探しているようです。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000128,Damian needs Blue Honey,ワッグサックたちから、青い蜂蜜15個を集めて、依頼所のミキエルに渡しましょう。
PROPQUEST_REQUESTBOX_INC_000133,Blessed Doll,幸福のお人形
PROPQUEST_REQUESTBOX_INC_000134,House of Children needs you to collect Mia Dolls as presents for the children. Will you help?,迷子センターのザロストが、子供達へのプレゼントに迷子の人形を必要としています。依頼を受けますか?
PROPQUEST_REQUESTBOX_INC_000139,House of Children wants Mia Dolls.,ミーアたちから、迷子の人形17個を集めて、依頼所のミキエルに渡しましょう。
PROPQUEST_REQUESTBOX_INC_000144,Lost Documents,盗まれた書類
PROPQUEST_REQUESTBOX_INC_000145,Julia needs you to collect office documents stolen by the Mias. Will you help?,ジュリアがシティホールの書類をミーアに盗まれてしまったそうです。探して欲しいとのことですが、依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000150,Julia wants the office documents that the mia stole.,ミーアの棲息地の辺りでシティホールの書類20個を集めて、依頼所のミキエルに渡しましょう。
PROPQUEST_REQUESTBOX_INC_000155,Brightly Burning Flame,溶鉱炉に火をつけろ！
PROPQUEST_REQUESTBOX_INC_000156,Bozman needs you to collect furious matches to use at his blast furnace. Will you help?,ボボコから、溶鉱炉の火種になるマッチが残り少ないとのことで収集の依頼がありました。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000161,Bozman wants furious matches,ボボコが炉を使い続けるために劣化マッチの収集を依頼した。
PROPQUEST_REQUESTBOX_INC_000166,Unknown Situation (2),続・フラリファンの依頼
PROPQUEST_REQUESTBOX_INC_000167,Flaris Pang needs you to collect unknown letters.,フラリファンから不思議な手紙の収集の依頼がありました。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000172,Flaris Pang needs unknown letters again.,ロードライトの辺りで、不思議な手紙３０個を集めて、依頼所のミキエルに渡しましょう。
PROPQUEST_REQUESTBOX_INC_000177,Delicious Sauce,秘伝のタレ
PROPQUEST_REQUESTBOX_INC_000178,Kalin needs you to collect Cardrin to make delicious sauce.,フードショップのカリンからの依頼です。秘伝のソース「レッドマンティストロロ」を作るために＜みがき石＞が必要とのことです。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000183,Kalin wants Cardrin.,フードショップのカリンからの依頼。秘伝のソース「レッドマンティストロロ」を作るために＜みがき石＞が必要です。
PROPQUEST_REQUESTBOX_INC_000188,Magic Orb,魔法の水晶玉
PROPQUEST_REQUESTBOX_INC_000189,Martin needs Hammarble to make a Magic Orb. Will you help?,マーティンが遠見の水晶玉を造るためにハンマーブルを必要としています。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000194,Martin wants Hammarbles.,マーティンが遠見の水晶玉を作成するためにハンマーブルを必要としてます。
PROPQUEST_REQUESTBOX_INC_000199,Mark of Bill,Made by ビル
PROPQUEST_REQUESTBOX_INC_000200,Bill needs you to collect Gigglande so that he can make his mark. Will you help?,ビルが、商品に紋章を入れるためにギグランドを必要としています。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000205,Bill wants Gigglande.,ビルが自分の店の商品に紋章を入れるためにギグランドを必要としています。
PROPQUEST_REQUESTBOX_INC_000210,Repair Work on Saint Hall,セイントホールの補修工事
PROPQUEST_REQUESTBOX_INC_000211,Helena needs you to collect Crescent Stones to repair Saint Hall. Will you help?,ヘレナからの依頼です。セイントホールの補修工事に月の石が30個必要とのことです。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000216,Helena wants $QUEST_END_ITEM_NAME$.,セイントホールの補修に$QUEST_END_ITEM_NAME$が必要です。
PROPQUEST_REQUESTBOX_INC_000221,Helping injured animals,トップブリーダーも推奨
PROPQUEST_REQUESTBOX_INC_000222,Madrigal Animal Association needs you to collect Bobands to help their injured animals. Will you help?,マドリガルトップブリーダー協会からの依頼です。盲導犬の育成のためにボウバンドを30個必要としています。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000227,Madrigal Animal Association wants Bobands.,マドリガルトップブリーダー協会が盲導犬育成のためにボウバンドを必要としています。
PROPQUEST_REQUESTBOX_INC_000232,Strange Collector,謎のコレクター・第一の依頼
PROPQUEST_REQUESTBOX_INC_000233,Strange Collector needs you to collect Dumblings for his collection. Will you help?,あるコレクターからダンブリングを30個集めてほしいとの依頼です。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000243,For the Wife,妻への贈り物
PROPQUEST_REQUESTBOX_INC_000244,Mayer needs Kalin to make a present for his wife. Will you help?,市長からの依頼です。結婚記念日に奥様に贈るブローチを作るため、カリン・ブローチが35個必要とのことです。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000249,Mayer wants Kalin.,市長が妻に贈るブローチを作るため、カリン・ブローチ35個が必要です。
PROPQUEST_REQUESTBOX_INC_000254,Weak Heart,ゼンマイ仕掛けの心臓
PROPQUEST_REQUESTBOX_INC_000255,Helena needs clock hearts to make a new heart for her sick brother. Will you help?,エランス科学技術庁からの依頼です。お手伝いロボット開発研究のために、時計仕掛けの心臓が35個必要とのことです。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000265,Devil Marble,悪魔の大理石
PROPQUEST_REQUESTBOX_INC_000266,Bill needs Tomb Marbles to make the Devil Marble. Will you help?,ビルからの依頼です。最高級の大理石「悪魔の大理石」を作るため、大理石の欠片が35個必要とのことです。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000271,Bill wants Tomb Marbles.,悪魔の大理石を作るために大理石の欠片が35個必要です。
PROPQUEST_REQUESTBOX_INC_000276,Dream of the Fighter,格闘家のロマン
PROPQUEST_REQUESTBOX_INC_000277,Fighter needs you to collect Golden Fists to make a golden glove. Will you help?,ある格闘家からの依頼です。その昔、伝説のチャンピオンが使っていたと言われるグローブを再び作るため、黄金のこぶし35個が必要とのことです。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000282,Fighter wants Golden Fists.,伝説のグローブを作るために黄金のこぶしが35個必要です。
PROPQUEST_REQUESTBOX_INC_000287,Marbles for the Son,誕生日の贈り物
PROPQUEST_REQUESTBOX_INC_000288,Mayer needs orbin to make marbles for his son. Will you help?,市長が子供のお誕生パーティに家を飾りつけるため、オーブが35個必要とのことです。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000293,Mayer wants orbin.,誕生日パーティの飾り付けのため、オーブが35個必要です。
PROPQUEST_REQUESTBOX_INC_000298,Strange Collector (2),謎のコレクター・第二の依頼
PROPQUEST_REQUESTBOX_INC_000299,Strange Collector needs you to collect $QUEST_END_ITEM_NAME$ for his collection. Will you help?,あるコレクターの方から$QUEST_END_ITEM_NAME$を集めてほしいとの依頼です。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000304,Strange Collector wants $QUEST_END_ITEM_NAME$.,謎のコレクターからの依頼。今回は$QUEST_END_ITEM_NAME$を依頼しました。
PROPQUEST_REQUESTBOX_INC_000309,Lens of Olien,オリーンの眼鏡
PROPQUEST_REQUESTBOX_INC_000310,Olien needs you to collect steam tears to make a new lens. Will you help?,オリーンからの依頼です。像が踏んでも壊れない眼鏡のレンズを製作するために、蒸気の涙が40個必要とのことです。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000315,Olien wants steam tears.,眼鏡のレンズを作るために蒸気の涙が40個必要です。
PROPQUEST_REQUESTBOX_INC_000320,Red Muffler,赤いマフラー
PROPQUEST_REQUESTBOX_INC_000321,Soldier needs you to collect knightlers to make a new scarf. Will you help?,警備隊からの依頼です。正義の印である赤いマフラーを制服にするために、ナイトラー40個が必要とのことです。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000326,Soldier wants knightler.,警備隊の制服作成のために、ナイトラー40個が必要です。
PROPQUEST_REQUESTBOX_INC_000331,Dwarpet Festival,ドワーペットの祭り
PROPQUEST_REQUESTBOX_INC_000332,The Dwarpet needs you to collect wheeshoes for their festival. Will you help?,ドワーペットからの依頼です。お祭り用に一晩中踊っても踊り疲れない特別な靴を作るため、フィーシューが40個必要とのことです。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000337,The Dwarpet wants wheesoes.,お祭り用の靴のため、フィーシュー40個が必要です。
PROPQUEST_REQUESTBOX_INC_000342,Crane Repair,動かないクレーン車
PROPQUEST_REQUESTBOX_INC_000343,The Erons Industrial Manager needs Droil to repair their crane. Will you help?,エランス公団が新しい住宅を建設しているのですが、クレーン車の燃料が不足していて工事が中止になっています。工事を続けるためにドロイル40個が必要とのことです。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000348,Erons want Droils.,クレーンの燃料のため、ドロイル40個必要です。
PROPQUEST_REQUESTBOX_INC_000353,Urgently looking for a Bandage,包帯が必要です！
PROPQUEST_REQUESTBOX_INC_000364,Portable Power,夜間の採掘作業
PROPQUEST_REQUESTBOX_INC_000375,Strange Collector (3),謎のコレクター・第三の依頼
PROPQUEST_REQUESTBOX_INC_000386,Replacement Tires,マドリガルに優しいタイヤ
PROPQUEST_REQUESTBOX_INC_000387,The Dwarpet needs you to collect Dumptires to replace his flat tires. Will you help?,ドワーフたちがマドリガル環境保護のために、リサイクル運動を始めました。まずは運搬用台車にダンプタイヤを再生利用するそうです。ダンプタイヤ45個を依頼されましたが受けますか？
PROPQUEST_REQUESTBOX_INC_000392,The Dwarpet wants Dumptire.,ドワーフたちのリサイクル運動のため、ダンプタイヤ45個を集める。
PROPQUEST_REQUESTBOX_INC_000397,Strange Collector (4),謎のコレクター・第四の依頼
PROPQUEST_REQUESTBOX_INC_000398,Mysterious collector needs Garbageton for his collection. Will you help?,あるコレクターからガーベイジストーンの依頼がありました。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000408,Relics of a Husband,セレブの宝石集め
PROPQUEST_REQUESTBOX_INC_000409,A widow has asked that you collect Eronior so that she can re-make the ring of her husband. Will you help?,あるセレブな奥様が趣味の宝石集めをしているのですが、今度はエラニアーでネックレスを作るとの事で45個を依頼してきました。優雅でいいですねぇ。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000414,A widow wants some Eronior.,エラニアーのネックレスを作るため、エラ二アー45個を依頼された。
PROPQUEST_REQUESTBOX_INC_000419,Disguise of Remina,リマインのサングラス
PROPQUEST_REQUESTBOX_INC_000420,Remina needs you to collect repygle to make a pair of disguising sunglasses. Will you help?,リマインが、UV効果を備えた戦闘用サングラスを作るため、材料になるレピゴーグル45個を依頼しました。やはり武器を扱っていても女性ですねぇ。依頼を受け取りますか？
PROPQUEST_REQUESTBOX_INC_000425,Remina wants $QUEST_END_ITEM_NAME$.,リマインがUVサングラスを作るため、$QUEST_END_ITEM_NAME$の収集を依頼した。
PROPQUEST_REQUESTBOX_INC_000430,Beautiful Keil Wallpaper,シケイルの壁紙
PROPQUEST_REQUESTBOX_INC_000431,Haven needs you to collect Sycale to re-model the Magic Shop. Will you help?,ヘブンがこのたび魔法ショップの内装をリフォームをするそうです。そこで壁紙に使用するためのシケイル45個を依頼しました。シケイルの壁紙なんて神秘的ですね。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000436,Heaven wants Sycale.,ヘブンが魔法ショップのリフォームのため、壁紙を作るに必要なシケイル45個の収集を依頼した。
PROPQUEST_REQUESTBOX_INC_000441,Strange Collector (5),謎のコレクター・第五の依頼
PROPQUEST_REQUESTBOX_INC_000442,Strange Collector needs $QUEST_END_ITEM_NAME$ for his collection. Will you help?,あるコレクターが今度は $QUEST_END_ITEM_NAME$の収集を依頼してきました。コレクターって不思議なものを集めるんですね…。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000447,Strange collector want Mong Tear,謎のコレクターがモン・ティアー50個の収集を依頼した。
PROPQUEST_REQUESTBOX_INC_000452,Anesthetic Needs,毒から薬！？
PROPQUEST_REQUESTBOX_INC_000463,New Kind of Firework,打ち上げ花火
PROPQUEST_REQUESTBOX_INC_000464,The Fireworks Producer needs Bomb Timers to make a new kind of firework. Will you help?,マドリガル花火師連合からの依頼です。新作花火を製作するためにボム・タイマー50個の依頼がありました。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000465,You get bombtimers from any type of Carrierbomb.,ボム・タイマーはキャリアボム族から収集できます。
PROPQUEST_REQUESTBOX_INC_000469,The Firework Producer wants Bomb Timers.,花火師組合が、新作花火を作るため、ボム・タイマー50個の収集を依頼した。
PROPQUEST_REQUESTBOX_INC_000474,Snack for the Children,デザートの飾り付け
PROPQUEST_REQUESTBOX_INC_000475,Bolpor needs Prewing to make some snacks for the children. Will you help?,ボルパーからの依頼です。デザートの飾りつけの材料プレウイングを依頼しました。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000480,Bolpor wants Prewing.,ボルパーがデザートの飾り付けのため、プレウイングを依頼した。
PROPQUEST_REQUESTBOX_INC_000485,Mushroom Farm of Chitller,シトレーのキノコ農場
PROPQUEST_REQUESTBOX_INC_000486,Chitller needs you to collect Poiespore for his mushroom farm will you help?,シトレーがこの度キノコ農場の経営に乗り出すそうです。退役軍人も大変ですね。そこで、キノコ栽培に必要なポイスポア50個を依頼されました。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000491,Chitller wants Poiespore.,シトレーがキノコ農場を作るために必要なポイスポア50個の収集を依頼した。
PROPQUEST_REQUESTBOX_INC_000496,New Yo-Yo,新・必殺ヨーヨー
PROPQUEST_REQUESTBOX_INC_000497,An Acrobat master needs you to gather Renyken to make a new Yo-Yo. Will you help?,アクロバットマスターたちが、さらに強い武器を求めて新しいヨーヨーを作るそうです。上手くいくといいですね。そこでレ二キン55個を依頼されました。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000502,An Acrobat master wants Renyken.,アクロバットマスターたちが、新しい武器を作るため、レ二キン55個の収集を依頼した。
PROPQUEST_REQUESTBOX_INC_000507,Disguise of a Native,身を守る知恵
PROPQUEST_REQUESTBOX_INC_000508,Darkon natives need you to collect Tangkask. Will you help?,ダーコンに住む人々が、モンスターの危険から身を守るため、タンマスクをかぶって外出するのが流行っているそうです。そこでタンマスク55個の収集を依頼されました。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000513,Darkon natives want Tankask.,ダーコンの住民たちが、モンスターの危険から抜けるため、タンカスクの収集を依頼した。
PROPQUEST_REQUESTBOX_INC_000518,Woodworking Material,森林保護
PROPQUEST_REQUESTBOX_INC_000529,The Best Shield,どんな槍も通さない盾
PROPQUEST_REQUESTBOX_INC_000530,Remina needs Luchest to make the strongest shield in the world. Will you help?,ロッキーが、世界で一番強力な盾の製作に兆戦するそうです。そこで、材料となるラチェスト60個の依頼が来ました。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000540,Beauty Contest Award,ミス・マドリガルの賞品
PROPQUEST_REQUESTBOX_INC_000541,The Madrigal Beauty Contest needs Eronsimint for making an award. Will you help?,ミス・マドリガルコンテストでは、優勝賞品としてなんと優勝者の胸像を作るそうです。私も出ようかしら…。ああ、えっと。そこで、胸像の材料になるイロンシムの収集を依頼しました。依頼を受け取りますか？
PROPQUEST_REQUESTBOX_INC_000546,The Madrigal Beauty Contest sponsor wants Eronsimint.,ミス・マドリガルコンテストの優勝賞品としてあげる胸像を作るために必要なイロンシム60個を集める。
PROPQUEST_REQUESTBOX_INC_000551,Lucky Tool,ロッキーの七つ道具
PROPQUEST_REQUESTBOX_INC_000552,Lucky needs Hammamer to make a lucky hammer. Will you help?,ロッキーが自分の作業道具を全て新しくしたいとのことで、ハンマハンマー60個を依頼してきました。依頼を受けますか？
PROPQUEST_REQUESTBOX_INC_000557,Lucky wants Hammamer.,ロッキーが自分の作業道具を全て新しく作るため、ハンマハンマー60個の収集を依頼した。
PROPQUEST_REQUESTBOX_INC_000562,Strange Collector (6),謎のコレクター・第六の依頼
PROPQUEST_REQUESTBOX_INC_000573,Request of Lurif,ルリフのお願い
PROPQUEST_REQUESTBOX_INC_000574,Could you do me a favor? I need Phanbubble. Can you help me please?,私のお願いを聞いてください。 ファンブブルが100個必要なのです。何に使うかって？　…それを聞かずに、黙って依頼を受けていただけませんか？　もちろん報酬は払います
PROPQUEST_REQUESTBOX_INC_000579,Lurif needs many Phanbubbles.,理由は知らないが、ルリフが ファンブブルの収集を依頼した。その数100個。結構多いなあ。
PROPQUEST_REQUESTBOX_INC_000815,Mysterious Magic Material,ドンフックを集めて！
PROPQUEST_REQUESTBOX_INC_000816,Magician Master requested you to collect Merahook which is a magic material. Will you accept this request?,･･･何も理由は聞かないでくださいです。私のためにドンフックを集めてきてもらえますか？
PROPQUEST_REQUESTBOX_INC_000817,You can collect them from the group of Chimeradon in the Deadwallderness.,キメラドン族が持っているのですよ。よろしくおねがいしますです。
PROPQUEST_REQUESTBOX_INC_000826,Avenge Nerky,ハニーメインを集めて！
PROPQUEST_REQUESTBOX_INC_000827,Krinton's pet Bearnerky got killed by the other Bearnerky. Krinton requested you to collect NerkyMane for revenge. Will you accept this request?,･･･何も理由は聞かないでくださいです。私のためにハニーメインを集めてきてもらえますか？
PROPQUEST_REQUESTBOX_INC_000828,You can collect them from the group of Bearnerky in the Deadwallderness.,ハニーシーカー族が持っているのですよ。よろしくおねがいしますです。
PROPQUEST_REQUESTBOX_INC_000837,Bolpor's favor,リンクルイットを集めて！
PROPQUEST_REQUESTBOX_INC_000838,Bolpor requested you to collect Rincruet for making some special food. Will you accept this request?,･･･何も理由は聞かないでくださいです。私のためにリンクルイットを集めてきてもらえますか？
PROPQUEST_REQUESTBOX_INC_000839,You can collect them from the group of Muffrin in the Deadwallderness.,マフリン・シェフらが持っているのですよ。よろしくおねがいしますです。
PROPQUEST_REQUESTBOX_INC_000848,Toy Materials,ハーレーシフトを集めて！
PROPQUEST_REQUESTBOX_INC_000849,A toy merchant requested you to collect Popshift for making fancy toys. Will you accept this request?,･･･何も理由は聞かないでくださいです。私のためにハーレーシフトを集めてきてもらえますか？
PROPQUEST_REQUESTBOX_INC_000850,You can collect them from the group of Popcrank in the Deadwallderness.,ポップクランク族が持っているのですよ。よろしくおねがいしますです。
PROPQUEST_REQUESTBOX_INC_000859,Evil Eyed Red Dragon,ドラゴンの牙を集めて！
PROPQUEST_REQUESTBOX_INC_000860,Can you please go find Dragon Tooth of the Meteonyker Dragon for me? The Arena Manager Lay requested 5 of them.,･･･何も理由は聞かないでくださいです。私のためにドラゴンの牙を集めてきてもらえますか？
PROPQUEST_REQUESTBOX_INC_000861,"You can collect them from Meteonyker. I heard it's in Dekane Dungeon. Be careful, the Meteonyker is very strong! It's  best if you go with a party!",メテオニカが持っています。よろしくおねがいしますです。
PROPQUEST_REQUESTBOX_INC_010000,Moth Infestation,蛾の発生
PROPQUEST_REQUESTBOX_INC_010001,Tina asked for help with reducing the Mothbee population as they're causing problems with transport. Could you kill 15 of them?,ティナから、輸送経路に＜モスビー＞が大量発生して問題になっているので、数を減らしてほしいという依頼がありました。15匹ほど討伐してきていただけませんか？
PROPQUEST_REQUESTBOX_INC_010002,You can find Mothbee flying inbetween Northern Saint City & Flaris.,モスビーは、セイントモーニング北部とフラリス間の上空に出現しています。
PROPQUEST_REQUESTBOX_INC_010003,You don't want to help? That's okay. We'll find somebody else.,手伝わないんですね。大丈夫ですよ、他の人を探します。
