Key,English,Japanese
PROPQUEST_INC_000313,I will save the Garden of Rhisis with this tea! Here is an Earring to thank you.,このティーでリシスの庭を救うわ！お礼のイヤリングよ。きっと役に立つはずだわ。
PROPQUEST_INC_000314,Bring a Live Tea to Ann at Saint City.,セイントモーニングの＜アン＞へ＜ティー＞を持っていく
PROPQUEST_INC_000422,Find Santa's Socks!,サンタの赤い靴下
PROPQUEST_INC_000423,It is a sad Christmas here in Madrigal. Santa Claus has lost all of the stockings that hold the children's presents! We must find the red stockings!,マドリガルにもクリスマスが来た。ところが、どうしたことか、サンタがプレゼントの入った靴下を全部落としてしまった。マドリガルの子供たちのためにも靴下を探さなくては！
PROPQUEST_INC_000461,A Favor for the Pastor,牧師に愛を
PROPQUEST_INC_000462,The pastor would like me to deliver 20 bouquets! I wonder what the reward will be!,牧師に花束20個を渡すとプレゼントがあると言われました！ どんなプレゼントですか？
PROPQUEST_INC_000465,Give Back the Love.,愛を取り戻せ！
PROPQUEST_INC_000466,I have to gather 10 pieces of hearts. It's time to hunt some masquerpets.,愛の欠片を10個を集めなければ。モンスターを捕まえよう。 
PROPQUEST_INC_000469,Vagrant Master (Acrobat),放浪者マスター (アクロバット)
PROPQUEST_INC_000470,"So you want to be an Acrobat, huh? You won't regret it! I have a simple test for you before starting the training. Are you ready? …hic!",諸君はアクロバットへの道を選んだ。後悔なんぞしていないだろうな？　まず訓練の前に簡単なテストを行うよ。心の準備は出来ているか？
PROPQUEST_INC_000472,Good luck! You'll need it!,では、グッドラック！諸君！！
PROPQUEST_INC_000473,"What are you afraid of? The path to become an Acrobat may be difficult for some, but it's so worth it! Come back if you change your mind, friend.",アクロバットにならないだと？　まあいい。どんな職業を選ぼうとも、自分の世界は自分で切り開くものだということを忘れないように。以上だ、さらば！ 
PROPQUEST_INC_000474,Well done. You've passed the first test!,よし、初めての訓練はパスだ。
PROPQUEST_INC_000475,"I'm still waiting for you to hunt $QUEST_END_KILL_COUNT$ Small Aibatts. If you want to become an Acrobat, you must complete this simple task.",$QUEST_END_KILL_COUNT$ 個の小型アイバットを狩ってくれるのを待っています。アクロバットになりたい場合は、この簡単な仕事を完了する必要があります。
PROPQUEST_INC_000476,You have already chosen to pursue another path. I cannot help you any further. You can still cancel the other job quest in the Quest Window and come back to me.,ふむ・・・諸君はもう既に、他の方向に向かっているようだ。私には用がないようだね。
PROPQUEST_INC_000477,"For starters, let's go with something easy. I would like you to hunt $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s.",まずは簡単なものから始めましょう。$QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$ を狩りましょう。
PROPQUEST_INC_000479,Acrobat Weaponry,アクロバットの武器
PROPQUEST_INC_000480,Now it's time for the next step on your path to becoming an Acrobat.,諸君、ご苦労だった！これから諸君に次の訓練を指示する。
PROPQUEST_INC_000481,"I want you to return to collect 10 Twinkle Stones from Aibatts in the area, 5 Peakyrinds from Peakyturtles and 1 Slain from Lawolf.",エリア内のアイバットからトゥインクル ストーンを 10 個、ピーキータートルズからピーキリンドを 5 個、ラウルフからスレインを 1 個集めに戻ってほしい。
PROPQUEST_INC_000482,"Once you've gathered the Twinkle Stones, bring them to Pyre in the north of Flarine.",トゥインクルストーンを集めたら、フラリーンの北にあるパイアに持っていきましょう。
PROPQUEST_INC_000483,Good luck! You're going to need it!,では諸君、健闘を祈る！
PROPQUEST_INC_000484,You must like being a Vagrant. It would certainly be a shame if you quit now. I'll be here if you have a change of heart.,諸君はそれほどまでに放浪者が気に入っているのか？　ならば転職を強要するつもりはない。だが、己を鍛えるチャンスというものはなかなか見つからないものだぞ。
PROPQUEST_INC_000485,"Thank you for the Twinkle Stones, Apprentice. I will cover Acrobat weaponry with you now. Acrobats are able to wield both Bows and Yo-Yos.",ほっほう～、私の元に来たということは、初めての訓練は無事パスしたらしいのう。では、武器のことを教えてしんぜよう。アクロバットはボウとヨーヨーという二つの武器を使うのじゃ。
PROPQUEST_INC_000486,Bows are long range weapons that consume arrows for each shot. The strength of the basic shot is determined by how long you wait before releasing the arrow.,ボウは遠距離攻撃武器で、弓を一度に1個ずつ使うのじゃ。攻撃方式は1から4段階に分けられ、段階が上がるほど敵に与える打撃もまた上がるのじゃ。
PROPQUEST_INC_000487,"Yo-Yos are also long range weapons. However, the strength of the basic attack only changes depending on special skills used in conjunction with them.",ヨーヨーは双原盤の形で、両手に装着して攻撃するのじゃ。段階的な攻撃方式はないが、そのユニークな攻撃形はカッコイイのじゃ。どうじゃ、イカスじゃろう？
PROPQUEST_INC_000488,"If you met with Hent, then you should probably have something for me, hmm?",むむ・・・？　何にも持ってきてないのじゃ。＜ヘント＞にきっと何か指示されたはずなのに・・・むむう・・・
PROPQUEST_INC_000489,"Gather 10 Twinkle Stones, 5 Peakyrinds and 1 Slain then deliver them to Acrobat Master Pyre near the Darken City Quest Office.",輝く石10個を集めて、アクロバットマスターの＜ピレ＞に行こう。＜ピレ＞は依頼所近くにいるそうだ。
PROPQUEST_INC_000491,Acrobat Skills,アクロバットの技術
PROPQUEST_INC_000492,That about does it for Acrobat weaponry.,武器の情報は十分だったか？
PROPQUEST_INC_000493,"Now for the next step in your journey. I want you to travel to Flaris, and visit the High-Dwarpets. They have important information for you.",やつらは、なんとも物忘れが激しいのじゃ。最近も＜トゥカニ＞というやつが＜スキル事典＞を失くしたとかで、探してくれと頼まれて見つけるのも一苦労じゃったわい。
PROPQUEST_INC_000494,The High-Dwarpets can be found north of Flarine. Check your map (M Key) to find your way if you get lost.,もう無くさぬように、と釘を刺しておいたから、＜トゥカニ＞に会いに行ってみるといい。きっとおぬしの役に立つ情報を持っているはずじゃ。
PROPQUEST_INC_000495,"Good luck, apprentice.",では、今日も良い1日を。
PROPQUEST_INC_000496,What a shame to waste such potential. Come see me again if you change your mind.,君はアクロバットの魅力をまったく理解出来ていなかったのじゃなあ。残念じゃ。そんなに簡単に諦める職業ではないと思うのじゃが・・・ 
PROPQUEST_INC_000497,"Hmmm, has Pyre instructed you to see me? I see. Very well, I will continue your training. Listen up!",ん？＜ピレ＞に言われてわざわざボクに会いに来たのか？物好きなやつだな。まぁ、せっかくだから何でも聞いておくれ。
PROPQUEST_INC_000498,"Bows consume Magic Points (MP) and yo-yos consume Focus Points (FP). There are 6 special bow abilities and 7 special yo-yo abilities. I shall teach you a common Acrobat ability, Dark Illusion.",ボウのスキルはMPを、ヨーヨーのスキルはFPを消耗するんだ。これは覚えておくといいぞ。　ボウのスキルは6個、ヨーヨーのスキルは7個、共用スキルは3個あるが、その中で＜ダークイリュージョン＞というスキルを教えてやろう。
PROPQUEST_INC_000499,"This ability allows you to vanish from sight. However, keep in mind that any actions performed while under the effects of this ability aside from movement will remove the effect. Take this.",これは身を隠すスキルだ。ふふ、すごいだろう？　だが、攻撃したり、他のスキルを使ったら、自動的に解除されるのが面倒だな。さあ、このスキルをお前にやろう。
PROPQUEST_INC_000500,"It's interesting that you've come to see me. Did Pyre send you? If he did, you would have something for me.",おや？　人間がこんなところに来るなんて、珍しいこともあるもんだな。何か用か？　ん？＜ピレ＞から頼まれた？　だったらどうして手ぶらでのこのこやってきたんだ？ 
PROPQUEST_INC_000501,Visit High-Dwarpet Tucani in Flaris. He can be found north of Flarine. Check your map (M Key) to find your way if you get lost.,ハイドワーフの生息地にいる＜トゥカニ＞のところへ行こう！
PROPQUEST_INC_000503,An Acrobat's Duty,アクロバットの任務 
PROPQUEST_INC_000504,You've learned many things since your journey began.,旅が始まって以来、あなたは多くのことを学びました。
PROPQUEST_INC_000505,Now for the next step in your training. There is a creature named Shuraiture in the north of Flarine who is causing some trouble for residents there.,トレーニングの次のステップに進みましょう。フラリーネの北にシュライトゥレという生き物がいて、住民に迷惑をかけている。
PROPQUEST_INC_000506,"Shuraiture has been terrorizing some of the locals in Flaris. I want you to go there and put an end to him once and for all. Bring news of your victory to Tailer, the Acrobat Instructor in Flarine.",シュライツレ は フラリス の地元住民の何人かを恐怖に陥れています。そこに行って、彼をきっぱりと終わらせてほしい。勝利の知らせを、フラリスのアクロバット インストラクターであるテイラーに届けてください。
PROPQUEST_INC_000507,"Good luck, you'll need it!",検討を祈る！
PROPQUEST_INC_000508,What's the matter? Chicken?,だから、人間ってやつは嫌いなんだ。なんでもすぐ諦めるからな。
PROPQUEST_INC_000509,Shuraiture is… no more? What great news! Thank you so much! I see that you've also spoken with Tucani. Here is your reward for defeating Shuraiture.,＜シュライチャー＞を捕らえて来たのですか！　すばらしいわ。ありがとうございます。もう、本当に気がかりで困っていたのです。それでは最後の訓練をパスしましたので、私が転職の完了を認証します。
PROPQUEST_INC_000510,Acrobats are very versatile. We can fight at long range or in close quarters! We also have a special ability which allows us to pull an enemy target up close.,アクロバットは近距離、中距離、遠距離攻撃が全部可能な職業です。アクロバットは身を隠すことも出来ますし、遠距離の敵を自分の前に引き寄せることも出来ます。
PROPQUEST_INC_000511,"You've done well. I sense great potential in you. Congratulations, Acrobat!",あなたはよくやった。 私はあなたに大きな可能性を感じます。 おめでとう、アクロバット！
PROPQUEST_INC_000512,Why have you come to see me? Did Tucani send you?,何か御用ですか？　＜トゥカニ＞から何か聞きませんでしたか？
PROPQUEST_INC_000513,There is a creature named Shuraiture in the north of Flarine. I want you to go there and put an end to him. Bring news of your victory to Tailer the Acrobat Instructor in Flarine.,フラリスの北にシュライトゥーレという生き物がいます。そこに行って彼を始末してほしい。勝利のニュースをフラリスのアクロバット インストラクターのテイラーに届けましょう。
PROPQUEST_INC_000515,Successor of the Hero - Master,英雄の後継者―マスター
PROPQUEST_INC_000516,You think you have what it takes to be a successor of the Jester Hero? We will see…,ここまで来ることが出来た功績を讃えます。お疲れ様でした。しかし、私には、あなたにジェスター後継者としてふさわしいかどうか、まだ判断は出来ません。
PROPQUEST_INC_000517,"Fine, I'll humor you. Slay $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s southwest of the Gouthan Mountains. They must be regular $QUEST_END_KILL_NAME$s, not the small or captain variety.",そこで、ひとつ簡単なテストを行います。ゴウダン山の南西に生息している$QUEST_END_KILL_COUNT$体の$QUEST_END_KILL_NAME$を狩って来てください。よいですか、$QUEST_END_KILL_NAME$です。スモールやキャプテンではありません。
PROPQUEST_INC_000518,Show me what you can do and I might consider allowing you to continue on the path of the Jester Hero.,あなたの実力を見せてください。
PROPQUEST_INC_000519,That's too bad because I sense potential in you. You must not be ready for the challenges that lie ahead. Come see me again if you change your mind.,こんな簡単なテストさえ成し遂げられない者に、ジェスター後継者としての険しい道を歩ませるなんて、私には出来ません。
PROPQUEST_INC_000520,"Not bad, Acrobat. Not bad at all. You may have something to offer. I'll allow your training.",お疲れ様でした。では、あなたの能力を認定します。
PROPQUEST_INC_000521,I doubt you have what it takes to be a Jester if you can't even slay 20 Drillers.,20匹の狩りに成功しなければ、ジェスター後継者への第一歩すら踏み出せませんよ。
PROPQUEST_INC_000522,You are already on a different path. You cannot become a successor of the Jester Hero.,あなたはジェスター英雄の後継者の資質をお持ちの方ではありませんね。
PROPQUEST_INC_000523,"I'll need to see what you can do before I'll allow your training. Slay $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s southwest of the Gouthan Mountains. They must be regular $QUEST_END_KILL_NAME$s, not the small or captain variety.",トレーニングを許可する前に、能力を見ておく必要があります。$QUEST_END_KILL_COUNT$体の$QUEST_END_KILL_NAME$を倒してください。ゴウダン山脈の南西、通常の$QUEST_END_KILL_NAME$を倒すようにしてください。スモールでもキャプテンでもありません。
PROPQUEST_INC_000525,Successor of Hero - Ring,英雄の後継者－リング
PROPQUEST_INC_000526,"Here is a Letter of Recommendation. You will need to give this to Radyon, the Jester Wise Man in Flaris.",テストは終了しました。あなたの資質を認めます。どうぞこの推薦書を受け取ってください。これを持って、フラリス＜魂の泉＞にいるジェスター賢者＜ラディオン＞の元へ行ってください。
PROPQUEST_INC_000527,"Radyon can be found at the Fountain of Dead Person north of the River of Weeping. Before meeting with him, you need to find the ring he lost and return it to him.",大賢者＜ラディオン＞様と名前が同じで間違いやすいので、ご注意を。ジェスター賢者＜ラディオン＞です。決してお忘れなきように。あ、その前に・・・
PROPQUEST_INC_000528,"Far to the south of Saint City, lies the Fantasy Desert. It is believed that a gentleman named Ren is in possession of the ring. Slay Ren and bring the ring to Radyon.",セイントモーニングの南部＜夢幻の砂漠＞に住んでいる＜レン＞という者を捕まえて＜ラディオン＞が失くしたリングを取り戻し、それを持って行くとよいでしょう。
PROPQUEST_INC_000529,I hope I'm right about you. Don't let me down!,あなたの進む道に栄光があることを願っています。
PROPQUEST_INC_000530,I guess I was wrong about you. You're not ready to walk the path of the successor of the Jester hero. See me again when you think you're ready.,自信がないのですか？　時には困難に立ち向かう事も必要ですよ。勇気ある判断をしていただきたいですね。
PROPQUEST_INC_000531,"Is that… the ring? My goodness, thank you so much! This ring belongs to the Jester Hero Curenen. Ren has always wanted to acquire this ring, or so the story goes.",おお、リングを見つけてくれたのか。実はこのリングは、ジェスター英雄の＜カエネン＞様のリングなのだよ。＜レン＞のやつは以前からこれを欲しがっていたのだ。
PROPQUEST_INC_000532,"After the war ended, and Curenen passed on, Ren searched for this ring for hundreds of years. He finally discovered it a couple of years ago.",戦争が終わり、＜カエネン＞様がなくなってから何百年もの間、安置されていたこのリングを、あろうことか盗み出し、隠し持っていたのだ。本当にありがとう。
PROPQUEST_INC_000533,"Have you met Lorein? If you did, you should have something for me. Think carefully.",＜ロレイン＞には会ったのか？　ならば、何か持って来るはずの物がないか、よく考えてほしいのだが？
PROPQUEST_INC_000534,"Meet with Radyon, the Jester Wise Man at the Fountain of Dead Person in Flaris. First though, slay Ren and get the ring from him. He can be found in the Fantasy Desert south of Saint City.",フラリス＜魂の泉＞にいるジェスター賢者＜ラディオン＞の所に行こう。その前に、＜セイントモーニング＞南部の＜夢幻の砂漠＞に住んでいる＜レン＞からリングを取り戻さないといけないな。
PROPQUEST_INC_000536,Successor of Hero - Scroll,英雄の後継者‐巻物
PROPQUEST_INC_000537,"My sincerest gratitude once again for finding the ring. However, now I'll need you to take it to Saint City.",リングを見つけてくれたこと、感謝するぞ。ところで、君に会ってほしい人がいるのだよ。
PROPQUEST_INC_000538,Visit the Pepoview Troupe near the town square and speak with Clackcable. Present him with the ring and he will guide you from there. He may even give you something in return.,このリングを持って、セイントモーニングの＜双月の夜＞劇団に訪れ、劇団員の中、＜クロックエイブル＞という人に会うといい。そうすればこれからの君にとって役に立つ物が、彼からもらえるよ。
PROPQUEST_INC_000539,"You possess great potential, young Acrobat. Keep working hard and you will realize your dream.",若きアクロバットよ、心からの願いは、必ず叶う。君が心から願い努力を続ければ、きっと良い結果へと導かれるだろう。
PROPQUEST_INC_000540,Foolish Acrobat! Don't you realize your potential? See me again if you change your mind.,何？　私をからかっているのか？　それともたかがセイントモーニングまで行くのが面倒なのか？　最近の若者の考えることはわからん・・
PROPQUEST_INC_000541,Thank you so much for finding the ring! We are performing the ancestral ceremony of Curenen. This ring will complete the ritual.,ああ・・・、ありがとうございます！　このリングを見つけて下さったのですね。私の家は代々＜カエネン＞様の魂に仕える身なのですが、何年か前にこのリングが盗まれてしまい、必死で探したのですが、取り戻せずにいたのです。
PROPQUEST_INC_000542,"Here, you certainly deserve this. It is the Successor Scroll of the Jester Hero.",それを見つけてくださるとは、いくら感謝しても足りないくらいです。あなたは後継者の資格の持っているようですね。私から巻物を1つ差し上げましょう。
PROPQUEST_INC_000543,"If you spoke with Radyon, didn't he ask you to bring me something? I'm sorry, I'm very busy and we don't have much more to discuss, I'm afraid.",＜ラディオン＞様から何か聞きませんでしたか？
PROPQUEST_INC_000544,Bring Curenen's ring to Clackcable of the Pepoview Troupe in Saint City.,リングを持って、セイントモーニングの劇団＜双月の夜＞の団員＜クロックエイブル＞の所に行こう。
PROPQUEST_INC_000546,Successor of Hero - Altar,英雄の後継者‐祭壇
PROPQUEST_INC_000547,"This scroll is the right of passage for those seeking to pursue the path of the Jester Hero. Please, take it and seek the Jester Priest in Darkon 3.",この巻物はあなたがジェスター後継者の資格を持っているという証です。これを持って、ジェスター司祭にお会いになって下さい。
PROPQUEST_INC_000548,The Jester Priest can be found in Magmient in Southern Darkon 3. Present her with the scroll and she will recognize you as a successor to the Jester Hero.,ジェスター司祭はダーコン＜マグミアント＞地域のジェスター祭壇にいます。彼女にこれを見せれば、あなたを英雄の後継者として認めてくれるはずです。
PROPQUEST_INC_000549,There is one thing you must do before you can speak with the Jester Priest. The Jewels of the Heroes adorn the Altar of Jester. One of these jewels was stolen a few days ago.,あ、司祭の元へ行く前に、もう一つお願いがあるのです。ジェスター祭壇の宝物である「英雄の宝石」の中から1つが盗まれたそうです。最近はどこも物騒なのですね・・・
PROPQUEST_INC_000550,"The jewels protect the soul of the Jester Hero, but they will not work if one of them is missing. The creature, Sisif, was seen near the alter a few days ago…",この宝石は英雄の魂を守るもので、1つでも失くしたら、バランスが崩れて危険な状態になってしまうのです。司祭によると、このごろ祭壇近くに＜シシフ＞というものがうろついていて・・・
PROPQUEST_INC_000551,"It is believed that this creature has stolen the jewel. Find Sisif and return the jewel to the Jester Priest, Homeit.",司祭は＜シシフ＞が犯人ではないかと仰っています。＜シシフ＞を捕まえて、「英雄の宝石」を持っているかどうか、確認してください。
PROPQUEST_INC_000552,"Good luck, Acrobat!",ジェスターの後継者に栄光あれ！
PROPQUEST_INC_000553,"The jewel must be returned to the Altar of Jester. We need your help, Acrobat. Speak with me again when you are ready.",えっ？　ここで諦めてしまわれるのですか？もう少しです！力を出して目標を達成しましょう！
PROPQUEST_INC_000554,"This is the Seal of Curenen and the Jewel of the Jester Hero. Thank you for returning this most prized artifact, Acrobat.",これは、＜カエネン＞の印章。それに英雄の宝石まで・・・。宝石を盗んだのはやっぱり＜シシフ＞の仕業でしたね。感謝いたします。
PROPQUEST_INC_000555,Now we can protect the Soul of the Hero safely. I am in your debt.,やっと＜英雄の魂＞を安全に守ることが出来るようになりました。もう一度感謝を申し上げます。
PROPQUEST_INC_000556,I am waiting for someone who will bring me the Jewel of the Jester Hero. Do you have it?,道化師の英雄の宝石を持ってきてくれる人を待っています。 あなたはそれを手に入れましたか？ 
PROPQUEST_INC_000557,"Take the Successor Scroll of the Jester Hero, slay Sisif to retrieve the Jewel of the Jester Hero, and bring them both to the Jester Priest, Homeit.",巻物を持って、ダーコン＜マグミアント＞のジェスター祭壇に行こう。ただ、その前に祭壇近くで＜シシフ＞というやつを狩って、＜英雄の宝石＞を見つけないといけない。
PROPQUEST_INC_000559,Successor of Hero - Guardian,英雄の後継者‐守護者
PROPQUEST_INC_000560,"Great job, Acrobat. For the final leg of your journey, you must confront the $QUEST_END_KILL_NAME$.",これから守護者に会ってください。そして、これを守護者に伝えてください。ただし、守護者に会う前にひとつ、やらねばならないことがあります。
PROPQUEST_INC_000561,The will of the heroes is preserved in the Room of the Guardian in Guardiane. This is where you will find the $QUEST_END_KILL_NAME$.,＜ガルディア＞には＜守護者の部屋＞というのがあります。ここに$QUEST_END_KILL_NAME$があります。
PROPQUEST_INC_000562,"The $QUEST_END_KILL_NAME$ is a soul that protects the will of the heroes. Defeat him, and obtain the $QUEST_END_ITEM_NAME$.",ここに＜ $QUEST_END_KILL_NAME$＞という守護精霊がいます。英雄の意志を守っている精霊ですが、この精霊と戦って、その精霊のハート＜$QUEST_END_ITEM_NAME$＞を持ってきてください。
PROPQUEST_INC_000563,"Take this. It is a Mark of the Hero. Once you have confronted the Venel Guardian and retrieved the Venel Heart, bring both of these to the Jester Guardian, Heingard.",この＜ヴェネルハート＞が得られなければ、守護者からジェスターとして認めてもらうことが出来ません。つまり、ジェスターになるための最後の試練だと言えます。必ず成し遂げてください。
PROPQUEST_INC_000564,"I wish you luck, Acrobat.",アクロバットあなたに＜カエネン＞のご加護がありますように。
PROPQUEST_INC_000565,This is the final test to becoming a successor of the Jester Hero. You can't give up now. Speak with me again when you are ready to continue.,ここまできてあきらめるのならば、今まで歩んできた道は何だったのですか？　もう一度よくご自分の心に聞いてみて下さい。
PROPQUEST_INC_000566,"Congratulations, young Acrobat. I've heard many great things about you. You've completed the final test. You will now become a Successor of the Jester Hero!",よくぞここへ辿りつきました、ジェスターの後継者よ。　最後の試練を乗り越えました。これからあなたをジェスターの後継者とし、正式に任命します。
PROPQUEST_INC_000567,"Wise Curenen! This Acrobat wishes to follow your path! Grant them your blessing and courage, Jester Hero!",＜カエネン＞様、ここにあなたの魂に従おうとしている者がいます。この人に祝福と勇気を与えてください。ジェスターに栄光あれ！
PROPQUEST_INC_000568,You have not completed the tasks given to you by the Jester Priest. Return to me when you have done so.,私を尋ねて来たということは、司祭には会ったのですね？　あなたには最後の試練が残されているはずです。
PROPQUEST_INC_000569,"Defeat the Venel Guardian, and deliver the Mark of the Hero and the Venel heart to the Jester Guardian, Heingard, in Guardiane.",＜ガルディア＞のジェスター守護者＜へインガルド＞の元に行こう。ただその前に、＜守護者の部屋＞にいる守護精霊＜べネルガーディアン＞と対決し、勝たなきゃいけない。
PROPQUEST_INC_000571,Successor of Hero - Master,英雄の後継者―マスター
PROPQUEST_INC_000572,You think you have what it takes to be a successor of the Ranger Hero? We will see…,ここまで来ることが出来た功績を讃えます。お疲れ様でした。しかし、私には、あなたにレンジャー後継者としてふさわしいかどうか、まだ判断は出来ません。
PROPQUEST_INC_000574,Show me what you can do and I might consider allowing you to continue on the path of the Ranger Hero.,あなたの実力を見せてください。レンジャーヒーローの道を歩み続けることを許可できるかもしれません！
PROPQUEST_INC_000577,I doubt you have what it takes to be a Ranger if you can't even slay 20 Drillers.,20匹の狩りに成功しなければ、レンジャー後継者への第一歩すら踏み出せませんよ。
PROPQUEST_INC_000578,You've already chosen a different path. I cannot guide you on the path of the Ranger. You can still cancel the other job quest in the Quest Window and come back to me.,あなたはレンジャー英雄の後継者の資質をお持ちの方ではありませんね。
PROPQUEST_INC_000581,Successor of Hero - Letter,英雄の後継者―手紙
PROPQUEST_INC_000582,"Here is a Letter of Recommendation. You will need to give this to Kimel, the Ranger Wise Man in Flaris.",テストは終了しました。あなたの資質を認めます。どうぞこの推薦書を受け取ってください。これを持って、フラリス＜魂の泉＞にいるレンジャー賢者＜キメル＞の元へ行ってください。
PROPQUEST_INC_000583,"However, first you must retrieve the Letter of Hynan from Rubo, a creature found to be living with Syliacas, east of Darken. Locals caim Rubo has been seen with the letter.",あ、その前に。ダーコン2地域洞窟の＜シーラカ＞生息地に住んでいる＜ルボ＞の所に行ってください。＜キメル＞が＜ルボ＞に手紙を奪われたそうです。
PROPQUEST_INC_000584,"Once you've slain Rubo, bring the Letter of Recommendation and the Letter of Hynan to Sage Kimel at the Fountain of Dead Person in Flaris.",＜ルボ＞を狩り、手紙を手に入れ「魂の泉」のいる＜賢者キメル＞の元へ持っていってください。
PROPQUEST_INC_000585,"Good luck to you, Acrobat.",アクロバット！夢が叶いますように。 
PROPQUEST_INC_000586,I guess I was wrong about you. You're not ready to walk the path of the successor of the Ranger hero. See me again when you think you're ready.,自信がないのですか？　時には困難に立ち向かう事も必要ですよ。勇気ある判断をしていただきたいですね。
PROPQUEST_INC_000587,"Is that… the Letter of Hynan? My goodness, this is wonderful! Thank you so much, Acrobat!",いやあ、よかったよかった。実はこの手紙、レンジャー英雄である＜ハイナン＞様の手紙なんだ。＜ハイナン＞様が戦争に旅立つ際に、天にいる両親宛に書いた感動的な手紙だ。
PROPQUEST_INC_000588,Hynan lost this letter during the war. There were rumors that a creature named Rubo was in possession of it. Thank you for retrieving it for me.,しかし、その戦いのさなかで＜ハイナン＞様はこの手紙を失くしたと伝えられていたが、この前＜ルボ＞というやつがこの手紙を隠し持っている、ということを風の噂で聞いたのだ。
PROPQUEST_INC_000589,My sincerest gratitude.,とにかくありがとう。ありがとう！！
PROPQUEST_INC_000590,I'm waiting for someone to bring me a letter. There are rumors that a creature named Rubo who lives with the Syliacas east of Darken was last seen with it.,＜エリフ＞に会ったのだよな？　どうして手ぶらなのだ？　彼女から何か聞いておらんのか？　そんなはずはないだろう・・・
PROPQUEST_INC_000591,"You need to speak with Kimel, the Ranger Wise Man at the Fountain of Dead Person in Flaris. First, though, you must retrieve the Letter of hynan from the creature, Rubo, East of Darken.",フラリスの＜魂の泉＞にいるレンジャー賢者＜キメル＞の元に行こう。ただ、その前にダーコン2地域洞窟＜シーラカ＞生息地に住んでいる＜ルボ＞を狩って、手紙を取り返さないといけないな。
PROPQUEST_INC_000594,Many thanks for bringing me the Letter of Hynan! I would like you to deliver it to High-Dwarpet Liekyen.,手紙を見つけてくれて、ありがとう。ところで、君に会ってもらいたい人がいるのだ。 
PROPQUEST_INC_000595,High-Dwarpet Liekyen can be found near the northwestern edge of town in Darken.,この手紙を持って、ダーコン町の北西方の入り口にいるハイドワーフ＜リエキエン＞に会ってくれ。
PROPQUEST_INC_000598,"Hello, I am Liekyen. A former steward of the Hynan family. I now administer the keepsakes of the Hynan family. What have you got there?",手紙！？　おおお、ありがとう！！　実は、私はこれでも＜ハイナン＞様の執事だったんだ。今では＜ハイナン＞様の遺品を管理しているんだけどね。 
