Key,English,Japanese
PROPQUEST_SCENARIO_INC_000328,"This is evidence that the continents were once one land mass. I am trusting you with this information because, well...",これは集めてきてくれた資料から分かったことをまとめて作成したレポートです。このレポートには、マドリガル大陸の分裂に関する証拠が書かれていますが、これはまだ誰にも知られてはいけない、トップシークレットなのです。これをあなたに見せた理由は…
PROPQUEST_SCENARIO_INC_000329,...we are in the same boat now. We are in danger together. Would you go through with me to the end?,あなたはもう、私と同じ船に乗ったわけですから。ふふふ！最後まで私と一緒に、歴史の謎を解いてくれますよね？
PROPQUEST_SCENARIO_INC_000330,Okay. Now please deliver this to Gothante. He is the chairman of the History Society in Saint City. Do not forget to be aware of the assasins.,そうこなくっちゃ！あなたは本当に素敵な人だわ！では、このレポートをセイントモーニングにいるマドリガル歴史協会のゴダンテ会長に渡してください。お願いします。道々、どうか気をつけて。
PROPQUEST_SCENARIO_INC_000331,"I do not want to force you, but never forget that you are in danger.",あなたが嫌なら、強要はしません。でも、あなたはすでに私と同じ船に乗ってしまった…。あなたも危険な目に遭うかもしれないということを忘れないでくださいね。
PROPQUEST_SCENARIO_INC_000332,This... This is... Bubble protect us. Martinyc has finally crossed the line. It is about time.,こ、これは…！なんと、マルティニークはついに、手がかりをつきとめたのか…ふむ。
PROPQUEST_SCENARIO_INC_000333,Thank you very much. Take this letter of recommendation and visit Hachal in Darkon 1.,レポートを届けてくれてご苦労だったね。これから私が推薦状を書いてあげるから、これを持ってキプラ（ダーコン第1地区）に住んでいる＜ハカル＞のもとに行ってくれ。
PROPQUEST_SCENARIO_INC_000334,I am sure he can help you. Take care!,歴史学に造詣の深い＜ハカル＞なら、きっと君の力になれると思う。では、気をつけて行ってきてくれ。
PROPQUEST_SCENARIO_INC_000335,Do you want to know about the true history of Madrigal? Then I am the man to talk to.,マドリガルの歴史を詳しく知りたいと？おやまあ、感心な若者だ。ハハハ。
PROPQUEST_SCENARIO_INC_000336,"Deliver this to Gothante, he is the Chairman of the History Society in Saint City.",マルティニークのレポートをセイントモーニングにいるマドリガル国立歴史協会の＜ゴダンテ＞会長に渡しにいこう。
PROPQUEST_SCENARIO_INC_000338,Chapter 1 The Field of Bubble,バブルの平原にまつわる謎
PROPQUEST_SCENARIO_INC_000339,Hmm? Did Gothante tell you to visit me? Why?,おや、見たことのない顔だが、君は誰だ？
PROPQUEST_SCENARIO_INC_000340,"Oh, I see. Iblis watch over me, what is this information!? Who could have dug up this much of the past? Only one person?",その封筒がどうかしたのか？おや、これは確かに＜ゴダンテの推薦状＞に間違いない。ん、この資料は？…ふむ。おお、これは！
PROPQUEST_SCENARIO_INC_000341,Martinyc of course. She has finally done what we all knew she would. She does not fear death like she should. The young are too fearless these days.,マルティニーク…ここまでつきとめたとは、ずいぶん勇敢な子だよ！無鉄砲といえばいいのかね。命が何個あっても足りないな、最近の若者は。ハハッ。
PROPQUEST_SCENARIO_INC_000342,Aw well we all knew that the true history of Madrigal would be discovered eventually. And we all knew that Martinyc would be the one to uncover it.,まったくたいしたもんだよ。ひょっとすると、これで隠されていたマドリガルの歴史が明らかになるかもしれないぞ。
PROPQUEST_SCENARIO_INC_000343,By the way... Are you going to continue with this?,君はまだ、この先を確かめるつもりなのかい？いやはや...。ところで君、＜バブルの平原＞は知ってるかい？
PROPQUEST_SCENARIO_INC_000344,Good. We will go to the Field of Bubble. There is more evidence to be found there. Hurry.,このレポートを読んでピンときたが、そこに行けば何か手がかりが見つかると思う。調べたいことがあるから、私はこれからそこへ向かうつもりだ。良かったら、君も一緒に来るといい。
PROPQUEST_SCENARIO_INC_000345,"What? No, you cannot stop now. You have come so far.",なんと、もうこの話には興味がないと？言いにくいが、君はもう危険な船に片足をつっこんでしまったんだよ。ここで降りるのは…少し考え直した方がいいと思うがね。
PROPQUEST_SCENARIO_INC_000346,Ahhh you are here finally. Give me the data and letter of recommendation.,おお、もう到着したのかね？早かったな！
PROPQUEST_SCENARIO_INC_000347,This place is very strange... Hmm... Field of Bubble... What do you think about it?,＜バブルの平原＞は、多くの謎に包まれたところなんだ。その謎については、はっきりとしたことはまだ解明されていないがね。
PROPQUEST_SCENARIO_INC_000348,"You know the Field of Bubble, right? I think we can find some evidence there. Lets go! Hurry up!",ハカルを追って＜バブルの平原＞へいこう。そこでハカルが次の指示を教えてくれるはずだ。
PROPQUEST_SCENARIO_INC_000350,Chapter 1: Field of Bubble: The Strange Pattern,怪しい文様が意味するもの
PROPQUEST_SCENARIO_INC_000351,Before you showed up I took a look around and found something strange to the North. The ground was dug up and...,君が来るのを待っていたよ。君がここに着く前に、このあたりをあちこち調べてみたんだが…。あそこの北の方で地面が怪しく光っている、奇妙な場所を発見したんだよ。
PROPQUEST_SCENARIO_INC_000352,...it looked like some kind of pattern. I could get a close look at it because it was surrounded .,その場所は、何か不思議な文様の形をしていた。詳しくは分からないが確かに何かの模様だった。なんで詳しく見てこなかったのかって？それは…
PROPQUEST_SCENARIO_INC_000353,Strange fellows were hanging around there. I think they were defending something. There was no way I could have fought them off.,何だか変な奴らがそこを見張っていたのさ。まるでそこを守るかのようにな。もし、そいつらに見つかったところで、私は非力だし、あいつらと戦えるはずもないさ。
PROPQUEST_SCENARIO_INC_000354,Would you check? I am sure they are no match for you.,君なら、あいつらと戦っても十分相手にできそうだが…。私の代わりに調べてきてはくれないか？
PROPQUEST_SCENARIO_INC_000355,Great! I am sure that there is something to that pattern. Check it closely and bring me what you find.,ありがとう。本当に君は勇敢な若者だな。おそらくあの場所とその文様からは、歴史の謎を解く手がかりが見つかる気がするのだ。では、気をつけて行ってきてくれたまえ！
PROPQUEST_SCENARIO_INC_000356,Are you really ready to give up? I cannot force you but think about the future.,本当にやめるつもりか？せっかくここまで調べたのに、乗りかけた船を降りてしまうなんて。
PROPQUEST_SCENARIO_INC_000357,Oh! This! The legend is... Martinyc was right! Oh... What should we do now... Iblis watch over me!,む！むむ、これは…！！あの伝説が…マルティニークのレポートは真実だったということか、驚いたぞ。しかし、これはいったい何を意味しているのか…。ふむ、また新たな謎が出てきたな。
PROPQUEST_SCENARIO_INC_000358,Were those fellows too strong for you? Bring more people with you and continue checking. I am not strong enough to help you with them.,あの場所にいた変なやつらのことだが、それ相応の屈強な奴らに見えたぞ。気をつけてくれ。一人では手強いと思ったら、パーティーを組んでみるのも手だろう。
PROPQUEST_SCENARIO_INC_000359,I am sure we can find out something by checking the pattern. Please check it carefully and bring me whatever you get.,平原で見つかった不思議な文様の近くには、歴史の謎を解く手がかりがあるという。もういちどその場所に向かい、手がかりを見つけよう。
PROPQUEST_SCENARIO_INC_000361,Chapter 1: Field of Bubble: The Violet Magician Troupe,謎の魔術師を追え
PROPQUEST_SCENARIO_INC_000362,Hmm... I checked the cloth piece you brought me. It seems like the pattern on the cloth piece is the same as the one I saw on the ground.,君が持って来てくれたこの布切れを調べたら、これはある文様の一切れだったことが分かったぞ。大変重要な手がかりだ。そして、君が調べてきてくれた話と照合すると、マドリガルの遺跡などからよく発見される古代文様とは違う、何か特殊な文様のようなんだ。
PROPQUEST_SCENARIO_INC_000363,"However, there is a mystrious power in this cloth piece. I will check it out some more. By the way, have you ever heard of the Magic Troupe in Purple? I found out about them by chance.",この布切れには不思議な力が宿っているらしい。どんな力かは、これから調べてみるつもりだがね。あと、この布切れの模様について調べているうち、偶然つきとめた手がかりなんだが…君、＜バイオレットシャドウ・マジシャンズ＞という名前を聞いたことがあるかね？
PROPQUEST_SCENARIO_INC_000364,"I do not know the details, but I know that this group has something to do with the secrets of Madrigal.",私も詳しくはわからないのだが、マドリガルの隠された秘密と何か深い関わりのある集団らしいということだけはわかっている。
PROPQUEST_SCENARIO_INC_000365,I think we need more information about this Troupe. How about helping me once more? Would you do that for me?,この謎の集団について、もっと詳しく調べてみたいのだが。君の勇敢な腕を見込んでだが、また手伝ってくれないかね？
PROPQUEST_SCENARIO_INC_000366,Great! Please gather information about the Troupe and its members. You will have to fight them to get any information out of them.,君なら首尾良くやってくれると信じているよ。では＜バイオレットシャドウ・マジシャンズ＞と、リーダーの情報を調べてきてくれ。あいつらと実際に戦えば情報はわかるだろう。私は一足先にダーコンに帰って調査を始める。情報を仕入れたらダーコンまで来てくれ。頼んだぞ。
PROPQUEST_SCENARIO_INC_000367,You are afraid of them? I can hardly believe that. Ha ha ha.,得体の知れない集団を相手にするのは気が引けるのか？見かけによらず臆病なんだなあ。
PROPQUEST_SCENARIO_INC_000368,Hmm... That was exactly what I thought... Now go back and take a rest. But please visit me again later. Thank you very much.,おお、戻ってきたね。そうか…やはり私の調べた情報に間違いはなかったな。よくやってくれた、感謝するよ。疲れただろう、今日は帰ってゆっくり休みなさい。十分に体を休めたら、また訪ねてくれたまえ。
PROPQUEST_SCENARIO_INC_000369,Was it too much for you? Ah...but we need information about them.,ご苦労様。謎の集団について調べるのはだいぶ骨が折れただろう？しかしやつらの秘密を解かない限りは、調査が進められない。
PROPQUEST_SCENARIO_INC_000370,Fight them to get information from them. I will meet you in Darken.,＜バイオレットシャドウ・マジシャンズ＞と、そのリーダーの情報を調べよう。彼らと実際に戦えば情報はわかるという。彼らを倒したら、情報を＜ハカル＞に報告するためにダーコンへ戻ろう。
PROPQUEST_SCENARIO_INC_000372,Chapter 2 Hill of Shade,謎の文様と手がかり
PROPQUEST_SCENARIO_INC_000373,Hey! Great timing! I have just found out about something very interesting.,おや、来てくれたね。君を待っていたよ。また新しいことがひとつわかったんだ、とても興味深いことがね。
PROPQUEST_SCENARIO_INC_000374,"Do you know what this is? Well, I am sure you do not but I will tell you.",これこれ。このまえ、君が私に持ってきてくれた布切れを覚えてるだろう？　
PROPQUEST_SCENARIO_INC_000375,This is an entire picture of the pattern we found. I found it in one of my books but it was the only picture I could find.,これが、あの布切れに書いてあった文様の全体図だ。随分古いものだからところどころ薄くはなっているがね。古い文献を片っ端から調べていたら発見したのさ。残念なことに、この絵だけしか手がかりは見つからなかったが。
PROPQUEST_SCENARIO_INC_000376,I need your help once again. Would you do ma a favor?,もっと詳細な調査をするために資料がほしいんだが、それもまた君に頼みたいと思っている。どうだ？やってくれないか？
PROPQUEST_SCENARIO_INC_000377,Take this picture. Please deliver it to Rovanett in the National Library in Saint City. You can find her at Saint Hall.,さあ、この絵を受け取って、セイントシティーの国立図書館で働いている＜ロバネット＞に渡してくれ。＜ロバネット＞はセイントホールにいるはずだ。
PROPQUEST_SCENARIO_INC_000378,Hey we are in this together. We are all in the same boat. You would do better to help me You know that.,ちょっと助けてよ！どうせ同じ船に乗った仲間じゃないか！ 
PROPQUEST_SCENARIO_INC_000379,Hmm... Is this what Hachal said? Good job. Thank you very much. Let me check.,こんにちは。詳しいことはハカル氏から連絡を受けています。なるほど、これがハカル氏の言っていた絵ですね、お預かりします。これから調べてみますので、もう一度いらっしゃってください。
PROPQUEST_SCENARIO_INC_000380,History is always more interesting than current events but this is especially mysterious.,古代マドリガルの書物に書かれている記述はとても神秘的で謎に満ちています。ですので、現在のわたしたちの知識では理解できないことが多くあるのです。興味深いでしょう？
PROPQUEST_SCENARIO_INC_000381,Here. Take this picture. Please deliver it to Rovanett who is working in the National Library in Saint City. You can find her in Saint Hall.,この絵を受け取って、セイントシティーの国立図書館で働いている＜ロバネット＞に渡してくれ。＜ロバネット＞はセイントホールにいるはずだ。
PROPQUEST_SCENARIO_INC_000383,Chapter 2 Hill of Shade: The Great Troupe Leader.,シェードの丘にまつわる謎
PROPQUEST_SCENARIO_INC_000384,Oh your story about the pattern reminds me of something I read in one of the ancient texts.,この文様については心当たりがあります。以前、わたしが古文書などを整理しているときに発見しました。
PROPQUEST_SCENARIO_INC_000385,Do you know the Hill of Shade? I found it in one of my books but have only dared to venture there once.,私も古文書で読んで何度か訪れたことがあるのですが、実は＜シェードの丘＞を訪れた時に、＜バブルの平原＞で見つかった文様と非常に良く似た文様を見かけた記憶があるのです。
PROPQUEST_SCENARIO_INC_000386,There is a pattern similar to the one that you saw in the Field of Bubble. Or maybe it was exactly the same. If those two patterns are the same...,私が思うに、＜シェードの丘＞にも＜バブルの平原＞と何か共通した秘密が隠されているように感じるのです。
PROPQUEST_SCENARIO_INC_000387,...maybe you can also find a cloth piece over there. Would you please go and check?,おそらくそこにも、あなたが＜バブルの平原＞で探してきたものと同じ布切れがあるはず。一度、調査をしてきていただけませんか？
PROPQUEST_SCENARIO_INC_000388,Thank you. Please check around for the pattern in the Hill of Shade. Oh! Please be careful because there is something very fierce over there!,ありがとうございます。では＜シェードの丘＞にある文様の周辺を調査してきてください。ひとつ言い忘れていましたが、あそこはとても凶悪なモンスターがうろついていますので、十分に気をつけてくださいね。
PROPQUEST_SCENARIO_INC_000389,I understand but if you ever get the chance would you please check?,そうですか、わかりました。お急ぎの用事があるようでしたら、あとでも構いませんので。またいらっしゃってください。
PROPQUEST_SCENARIO_INC_000390,"Iblis above, you look terrible. I appreciate your hard work. You did exceptional work. Let me compare the two cloth pieces.",調べてきていただけたようですね、お疲れさまでした。やはり布切れも見つかったようですね、早速、調査いたします。ありがとうございます！
PROPQUEST_SCENARIO_INC_000391,Maybe the monster I mentioned earlier was too much for you to handle? You can try again if you wish or not up to you.,＜シェードの丘＞にたむろする凶悪なモンスターは、いくら屈強な冒険者の方といえど、一人では無理かもしれません。その場合はパーティーを組んで倒すのもひとつの方法でしょう。ご無事を祈ります。
PROPQUEST_SCENARIO_INC_000392,Please check around for the pattern in the Hill of Shade. Oh! Please be careful because there is something very fierce over there!,＜シェードの丘＞にある不思議な文様の周辺を調査し、手がかりとなるものを探そう。
PROPQUEST_SCENARIO_INC_000394,Chapter 2 Hill of Shade: History of Hardship,紐解けはじめた謎
PROPQUEST_SCENARIO_INC_000395,I finished checking the data that Hachal provided. Please deliver this to Hachal.,ご協力おつかれさまでした。要請のあった資料の調査が終わりましたので、この調査書をハカル氏に渡してくださいね。
PROPQUEST_SCENARIO_INC_000396,I hope you will continue to be as lucky as you have been.,勇気ある冒険者の方、ご協力ありがとうございました。あなたのおかげでマドリガルの歴史について非常に有意義な事実が発見されることでしょう。感謝いたします。
PROPQUEST_SCENARIO_INC_000397,If not you then who? No one can take this job!,ええ？渡してくれないのですか？そんなことおっしゃらずに、お願いします。
PROPQUEST_SCENARIO_INC_000398,Hmm... History of Hardship. So did he give this to you? Excellent. If he says this will be useful then I am sure it will.,おお、戻ってきたな。ロバネットからの資料、たしかに受け取ったよ。古文書の知識においてはマドリガル一だろうと言われる博識な彼女が作成した調査書だから、興味深い情報が書かれているだろう。さっそく読ませてもらうよ。
PROPQUEST_SCENARIO_INC_000399,See you later. Take care.,君はとても素晴らしい冒険者だ。感謝しているよ。
PROPQUEST_SCENARIO_INC_000400,Did Rovanett say anything? That makes no sense. Please visit her again. She must have something to say to you.,ロバネットは、何も答えなかったのか？そんなはずはない、もう一度会ってみてくれ。きっと彼女から何か話があるだろうから。
PROPQUEST_SCENARIO_INC_000401,I finished checking the data which Hachal requested. Please deliver this to Hachal.,ロバネットから受け取った調査書を＜ハカル＞に渡しにいこう。
PROPQUEST_SCENARIO_INC_000403,Chapter 3 Purple Magician,伝説のブラックマジシャン
PROPQUEST_SCENARIO_INC_000404,Hey. It seems like the altar and Magic Troupe have something to do with...,君が以前調べてきてくれた＜バイオレットシャドウ・マジシャンズ＞は、＜苦難の歴史＞という古代書に明示されている、、　
PROPQUEST_SCENARIO_INC_000405,...the Purple Magician in this book. History of Hardship. Only it says that the Black Magician and the Magician in Purple are the same person. The same person that fought alongside the heroes in the Hero Wars. That does not make sense.,＜苦難の歴史＞によると、＜紫闇の魔導師＞とは、英雄戦争の時代に、偉大な魔力をもって英雄たちを支え、この世を救ったといわれる＜ブラックマジシャン＞と同一人物だそうだ。
PROPQUEST_SCENARIO_INC_000406,"It is something really unbelievable, but it is also something we should believe.",これだけの証拠で、謎の魔導師と伝説上のブラックマジシャンが繋がるとは確定できないが、十分に信憑性がある。そしてこの大陸のどこかに＜紫闇の祭壇＞と呼ばれる場所があるらしい。
PROPQUEST_SCENARIO_INC_000407,I think this is the best I can do for now but I will never stop looking for the truth.,いずれにせよ今、私がわかっているのはここまでが限界だ。しかし、もう後戻りはできない…こんな事実を知った以上は。
PROPQUEST_SCENARIO_INC_000408,You! I want you to show this to someone. Can you do that right now?,そこでだ。大至急、この資料を持って会ってほしい人物がいるんだが、今すぐ頼めるかね？
PROPQUEST_SCENARIO_INC_000409,Yes! Please deliver this to Gothante in Saint City. He is he head of the History Society.,これはロバネットの資料を元に、わたしの調べたことを書き加えて完成させたものだ。これをセイントシティーにいる＜マドリガル国立歴史協会会長＞のゴダンテに渡してくれないか？
PROPQUEST_SCENARIO_INC_000410,I understand that you have other things to do. But this is very important. Come back soon.,そうか、何か急用があるようだね。早く終わらせて、またきてくれ。
PROPQUEST_SCENARIO_INC_000411,Hey! Long time no see! Did you meet Hachal? What is this?,おや、君かね。久しぶりだな。ハカルとは無事に会えたかね？おや？これは？
PROPQUEST_SCENARIO_INC_000412,Oh... Bubble protect us! Is this true? Oh... Oh... This is too big to deal with alone.,ほう、ハカルの調査書か。興味深いな、読ませてもらおう。…おや…おやおや、なんとこの内容は！ただごとではない領域まで調べてしまったな。これはマドリガルの歴史を覆すかもしれんくらいの重大なことだぞ。
PROPQUEST_SCENARIO_INC_000413,"I am really glad to see you again, but did Hachal tell you to meet me? For what?",おや、君かね。久しぶりだな。ハカルとは無事に会えたかね？私に何か用か？
PROPQUEST_SCENARIO_INC_000414,Please deliver this to Gothante in Saint City.,ハカルの調査書を、セイントシティーにいる＜マドリガル国立歴史協会会長＞のゴダンテに渡しにいこう。
PROPQUEST_SCENARIO_INC_000416,Chapter 3 Purple Magician: The Secret of the Altar,異端の祭壇
PROPQUEST_SCENARIO_INC_000417,Hmm... I have some good theories but we are going to need more information about the altar and the Magic Troupe.,ふむ、調査書はすみずみまで読ませてもらったよ。しかし、ここに書かれている＜バイオレットシャドウ・マジシャンズ＞と＜紫闇の祭壇＞に関するもっと詳細な情報が欲しい。残念だがこれだけでは、裏付けにはならない。
PROPQUEST_SCENARIO_INC_000418,I think there is something in the altar. I have a strong feeling that we could find something there if we look closely enough.,おそらく＜紫闇の祭壇＞という場所に隠された秘密がありそうだ。きっとそこに行けば、何かしら手がかりがみつかるだろう。
PROPQUEST_SCENARIO_INC_000419,Listen. This is very important. Just stick with this until the end. Would you?,これは大変重要な問題だ。せっかくここまで調べあげたのだから、君の協力を仰ぎたいのだ。頼む。
PROPQUEST_SCENARIO_INC_000420,Please check the altar until you can find some evidence.,＜紫闇の祭壇＞を探し出し、調べてくれ。＜紫闇の祭壇＞の近辺で、おそらく手がかりになるものがみつかるだろう。
PROPQUEST_SCENARIO_INC_000421,"What could be more important than this? Oh fine, just go.",ふむ、何か急用があるのか。では、速やかに終わらせて戻ってきてくれ。待ってるよ。
PROPQUEST_SCENARIO_INC_000422,Hmm... Everything is written in an ancient language. But we can translate it. Thanks.,おお、これは！手がかりを見つけてきてくれたか、ありがとう。装丁から見ても、重要な内容が書かれた書物のようだな。ふむ…たしかに全て古代語で記述されている。よし、さっそく解釈にとりかかろう。
PROPQUEST_SCENARIO_INC_000423,Please come back to me after the translation is over. Let me bring this book to the translator.,申し訳ないが古代語の翻訳は難解なので、少し時間がかかりそうだ。　しばらくしたら、また来てくれないか。
PROPQUEST_SCENARIO_INC_000424,"You can check all of the 3 altars, bring any evidence you find at any of them.",残念だが＜紫闇の祭壇＞の詳しい場所はわからない。手間はかかるが、各大陸のどこかにあるという3つの祭壇を全て調べてくれ。もし3つの祭壇のどこかで手がかりをみつけたら、そこが＜紫闇の祭壇＞だ。それを手に入れたら他の祭壇へ行く必要はない。
PROPQUEST_SCENARIO_INC_000425,Please check the altar until you find out something of importance.,大陸のどこかにあるという＜紫闇の祭壇＞を探し出し、手がかりを見つけよう。
PROPQUEST_SCENARIO_INC_000427,Chapter 3 Purple Magician: A Mysterious Bead.,超越的な存在
PROPQUEST_SCENARIO_INC_000428,I have finished translating the book. The Purple Magician and the Black Magician are the same person! Just as Hachal said!,やっと本の翻訳が終わったぞ。ハカルの調査書の記述通り＜ブラックマジシャン＞と＜紫闇の魔導師＞は同一人物だった。
PROPQUEST_SCENARIO_INC_000429,It looks like the purple altar was made by the Magician in Purple for some kind of religious service.,この古文書の翻訳中に気になる記述を発見したんだ。＜紫闇の魔導師＞が作らせたとされる＜紫闇の祭壇＞は、＜誰か＞を祀るための祭壇、と記録されている。
PROPQUEST_SCENARIO_INC_000430,It seems that they were attempting to transcend to a better existence but how?,以前にマルティニークからもらった資料とあわせると、＜誰か＞の部分は明らかにされず、＜超越的な存在＞という表現で記述されているのだ。普通、誰かを祀るために作られたものなら、その名前が記されてもいいものだがな…。
PROPQUEST_SCENARIO_INC_000431,"As always, I have a few good theories but I need more data. Always more data! I want answers now!",その謎めいた＜超越的な存在＞が、この祭祀の対象であることはわかったが…現時点では、その存在については何も分からない。
PROPQUEST_SCENARIO_INC_000432,"Would you help me again? I can see the curiosity in your eyes, same as mine. Am I right?",そこで、もう一度調査を頼みたいのだが。君もきっと、結果が知りたいだろう？
PROPQUEST_SCENARIO_INC_000433,Very well! Then please check the Field of Bubble and the Hill of Shade more carefully. I am really sure there is something over there!,では、君が布切れを拾ってきた＜バブルの平原＞と＜シェードの丘＞を、もう一度調べてきてくれないか？恐らくあの場所にはまだ、鍵となるものが隠されていると思うんだ。
PROPQUEST_SCENARIO_INC_000434,"Fine, return to me when you get the time.",何か急ぎの用ではないのなら、私の頼みを先に聞いてほしいのだが。どうかお願いするよ。
PROPQUEST_SCENARIO_INC_000435,Oh... What a strong magical power this bead has... Oh... What a surprise!,こ、このオーブは…！こんなに強い魔力を発するオーブがあるとは。これはこれは…驚くことばかりだ。
PROPQUEST_SCENARIO_INC_000436,"Good job...But something like this is completely out of my range. Let me think for a moment. Yes, I have it!",手がかりを見つけてきてくれてありがとう、ごくろう。しかし…これはもう、わたしが手におえる問題ではなくなってしまったかもしれない…。
PROPQUEST_SCENARIO_INC_000437,Please deliver this to the Great Magician Laola in Darkon 3.,これを至急、エンシェントナイトにいる大魔導師＜ラオラ＞というマジシャンに渡してくれ。ラオラ様なら何かを知っているだろう。頼んだよ。
PROPQUEST_SCENARIO_INC_000438,I have a bad feeling about this. I have never been wrong about anything. I hope I am this time.,ふむ、いくら探しても見つからないと？諦めず、根気よく探してみてくれ。必ず、手がかりになる証拠があるはずだ。頼んだよ。
PROPQUEST_SCENARIO_INC_000439,"Please, once more, check the Field of Bubble and the Hill of Shade. I am sure that there is more to be found!",＜バブルの平原＞と＜シェードの丘＞をもう一度調べてみよう。まだ、鍵となるものが隠されているらしい。見つけたら、ゴダンテのところに戻ろう。
PROPQUEST_SCENARIO_INC_000441,Chapter 3 Purple Magician: The Great Magician Laola,大魔導師ラオラ
